Name,Location,Type,Rating,Price
New Punjab Rasoi Kitchen,dhanori,"North Indian, Biryani, Punjabi, Indian, Desserts",2.0,349 FOR TWO
Mughal Rasoi & Tandoor,dhanori,"North Indian, Chinese, Snacks, Indian, South Indian, Desserts, Beverages",--,500 FOR TWO
Up South Express,dhanori,South Indian,--,600 FOR TWO
Radio Shack Sea Food Restaurant,dhanori,"North Indian, Chinese, Pizzas",1.9,500 FOR TWO
Radha Krishna,dhanori,Snacks,--,200 FOR TWO
Momo Box Express,dhanori,"Chinese, Snacks, Street Food",--,200 FOR TWO
Jashn E Darbaar,dhanori,"North Indian, Chinese, Snacks, Tandoor, South Indian, Desserts, Beverages",--,400 FOR TWO
DURVA MODAK CENTER,dhanori,"Sweets, Snacks",4.3,150 FOR TWO
Ccp Fast Food	,dhanori,"Fast Food, Burgers, Snacks",--,300 FOR TWO
Hotel Taste Master,dhanori,Maharashtrian,--,150 FOR TWO
Hotel Western	,dhanori,"Indian, Snacks",--,200 FOR TWO
MAHARASHTRIAN FOOD - PURE VEG,dhanori,"Maharashtrian, Indian",3.8,250 FOR TWO
CLASSIC CAFE - PURE VEG,dhanori,"South Indian, Snacks",--,200 FOR TWO
AASWAAD PURE VEG,dhanori,Indian,--,300 FOR TWO
Naadbramha Idli,dhanori,"South Indian, Beverages",4.5,200 FOR TWO
Taste Of myINDIA,dhanori,North Indian,--,200 FOR TWO
Swaad Pure Veg,dhanori,Indian,--,299 FOR TWO
TASTE KING - PURE VEG,dhanori,Indian,--,250 FOR TWO
Torna Misal Pure Veg,dhanori,"Indian, Beverages",--,250 FOR TWO
TASTE OF PUNE - PURE VEG,dhanori,Indian,--,300 FOR TWO
Hotel Classic Food,dhanori,Maharashtrian,--,150 FOR TWO
SAM's Cafe & Cake shop,dhanori,"Continental, Fast Food, Cafe, Bakery",--,250 FOR TWO
INVITATION,dhanori,"South Indian, Indian",--,250 FOR TWO
M.D. Kitchen,dhanori,"North Indian, Fast Food",--,200 FOR TWO
SP Snacks Centre,dhanori,"Beverages, Fast Food, South Indian",--,100 FOR TWO
Ramji samosewale and litti chokha bandar,dhanori,"Snacks, Beverages",3.9,350 FOR TWO
Pushkar Sweets,dhanori,"Sweets, Desserts, Bakery",--,300 FOR TWO
Best Belgian waffle,dhanori,"Desserts, Beverages",4.2,300 FOR TWO
Cheesy Pizza House,dhanori,"Pizzas, Italian, Beverages, Desserts",3.4,489 FOR TWO
Maratha Burger And Cafe Delight,dhanori,Beverages,--,300 FOR TWO
Sancks circle,dhanori,"Snacks, Fast Food",3.8,160 FOR TWO
Shakes,dhanori,"Beverages, Desserts",--,200 FOR TWO
The Waffle Jar,dhanori,"Desserts, Bakery, Beverages",--,200 FOR TWO
Frozen Shakes,dhanori,"Beverages, Desserts",--,280 FOR TWO
Creamy Heaven,dhanori,"Desserts, Ice Cream, Bakery, Beverages",--,200 FOR TWO
Pune mithai,dhanori,"Sweets, Indian, Snacks",--,200 FOR TWO
The Royal Biryani Burger and Momos,dhanori,"Pizzas, Italian-American, Biryani, Chinese",--,300 FOR TWO
Shivdahba,dhanori,"Snacks, North Indian",--,440 FOR TWO
Sana' s kitchen,dhanori,"Desserts, Sweets, Fast Food, Beverages",--,100 FOR TWO
House of Parathas,dhanori,Indian,--,200 FOR TWO
Chitale Bandhu Mithaiwale,dhanori,"Sweets, Snacks",--,350 FOR TWO
Shiv Sagar,dhanori,"North Indian, South Indian, Chinese",4.2,400 FOR TWO
Wild Sugar,dhanori,"Desserts, Bakery, Fast Food, Beverages",4.4,400 FOR TWO
Mumma's Tadka,dhanori,Indian,--,300 FOR TWO
We Idliwale,dhanori,"South Indian, Biryani",4.4,300 FOR TWO
Chopsticks Spice Malabar,dhanori,North Indian,4.3,500 FOR TWO
Kannu Ki Chai,dhanori,Beverages,4.2,350 FOR TWO
Surya Sagar,dhanori,"North Indian, South Indian, Chinese",3.9,400 FOR TWO
The French Door,dhanori,"North Indian, Combo, Desserts",--,200 FOR TWO
IRANI CUP,dhanori,"Fast Food, Snacks, Beverages",--,300 FOR TWO
Sunny Biryani House,dhanori,"Biryani, Chinese, Beverages",--,350 FOR TWO
Irani Cafe,dhanori,"Bakery, Snacks, Fast Food, Desserts, Beverages, Indian, Street Food",4.4,200 FOR TWO
Taste of Indore,dhanori,"Snacks, Indian",4.3,250 FOR TWO
Dohiti bake house,dhanori,"French, Desserts, Bakery",4.2,450 FOR TWO
The Vegan Life,dhanori,Beverages,--,200 FOR TWO
MAGNUS HOTELS AND RESTAURANT,dhanori,"North Indian, Chinese, Snacks, Biryani",--,400 FOR TWO
Chinese Castle,dhanori,Chinese,3.0,250 FOR TWO
Tales & Spirits Hunters Bistro,dhanori,"Italian, Continental, Biryani",4.2,800 FOR TWO
Cafe Old Skool,dhanori,"Beverages, Fast Food",4.1,400 FOR TWO
G-1 Juice Center,dhanori,Beverages,--,150 FOR TWO
Squashed - Cold Press Juices,dhanori,"Juices, Healthy Food",4.3,300 FOR TWO
Nothing But Chicken,dhanori,"Salads, Fast Food",3.8,400 FOR TWO
Bangalore Iyangar's Bakery,dhanori,"Desserts, Bakery",4.6,150 FOR TWO
Sankars Banana Leaf,dhanori,"South Indian, North Indian, Sweets",4.1,150 FOR TWO
Upsouth,dhanori,"South Indian, Fast Food",3.6,250 FOR TWO
Sandwich Express,dhanori,"Fast Food, Street Food",4.3,300 FOR TWO
Ambe Snacks Center,dhanori,"Snacks, Fast Food",--,100 FOR TWO
Cafe Durga (Viman Nagar),dhanori,"South Indian, Fast Food, Street Food, Beverages",4.3,250 FOR TWO
Cafe Peter,dhanori,"Desserts, Continental, Korean",3.9,400 FOR TWO
Marzorin Express,dhanori,"Fast Food, Desserts, Bakery, Snacks",4.1,300 FOR TWO
Indori Sarafa Bazaar,dhanori,"Fast Food, Chaat, Snacks, Desserts, Sweets, North Indian",4.2,250 FOR TWO
Bodypower cafe,dhanori,"Pastas, Indian, Desserts, South Indian, Salads, European",4.4,500 FOR TWO
Real Bengal Sweets,dhanori,"Sweets, Snacks",4.4,200 FOR TWO
Chai Shai,dhanori,"Beverages, Desserts, Maharashtrian",4.1,250 FOR TWO
MITHAI WORLD,dhanori,Indian,4.2,350 FOR TWO
THE PASTERY COMPANY,dhanori,Bakery,--,500 FOR TWO
Royale Treat,dhanori,"Indian, Snacks",--,300 FOR TWO
A one's kitchen,dhanori,North Indian,--,200 FOR TWO
ZHATPAT LOCAL,dhanori,"Maharashtrian, Biryani, Beverages, Sweets, Punjabi, Chinese",4.1,250 FOR TWO
Tea Post,dhanori,"Indian, Beverages",4.3,250 FOR TWO
FNP Cakes,dhanori,"Bakery, Desserts",--,499 FOR TWO
Kiosk Kaffee,dhanori,Beverages,--,400 FOR TWO
BADA SAABS PUNERI EATERY,dhanori,"South Indian, Thalis",--,200 FOR TWO
Sambar Pure Veg,dhanori,"South Indian, Chinese, Snacks, Biryani",4.2,350 FOR TWO
Chai Point,dhanori,"Healthy Food, Bakery, Beverages, Maharashtrian, Snacks, Street Food, South India...",4.2,150 FOR TWO
LIVING FOOD,dhanori,North Indian,--,200 FOR TWO
Yewale Amruttulya,dhanori,Beverages,4.2,100 FOR TWO
Jalebi Junction,dhanori,"Street Food, Desserts",3.5,200 FOR TWO
Gurunanak Dairy And Sweets,dhanori,Fast Food,4.2,100 FOR TWO
Thorat's Baarbeque Misal,dhanori,"Street Food, Beverages",--,200 FOR TWO
Third Wave Coffee,mundhva,"Beverages, Desserts, Bakery, Pizzas",4.1,400 FOR TWO
Cafe Durga,mundhva,"American, Street Food, Beverages",4.2,300 FOR TWO
Anna Idli wada centre,mundhva,South Indian,3.8,50 FOR TWO
Healthy Chilla,mundhva,"Indian, Beverages",4.9,279 FOR TWO
Anna Idli Vada Snacks Center,mundhva,"South Indian, Snacks, Beverages",--,100 FOR TWO
ANN s SAI BALAJI  SNACKS CENTER,mundhva,South Indian,3.5,100 FOR TWO
Theobroma,mundhva,"Bakery, Desserts",4.5,500 FOR TWO
SHREE VENKATESHWARA HOTEL,mundhva,"South Indian, Beverages",4.3,300 FOR TWO
Anna's Sai Balaji snacks,mundhva,"South Indian, Snacks",3.8,100 FOR TWO
BodyPower Cafe,mundhva,"Healthy Food, Indian, South Indian, Desserts, Salads",4.4,500 FOR TWO
Saravana bhavan,mundhva,Pizzas,--,100 FOR TWO
Aachi idli Vada center,mundhva,Biryani,--,100 FOR TWO
SMOOR,mundhva,"Desserts, Bakery, Beverages, American",4.6,250 FOR TWO
Faasos - Wraps & Rolls,mundhva,"Fast Food, North Indian, Street Food, Desserts",4.1,200 FOR TWO
MADRAS'S CAFE,mundhva,"Indian, Beverages",--,100 FOR TWO
Subway,mundhva,"Healthy Food, Salads, Snacks, Desserts, Beverages",3.7,350 FOR TWO
Chennai express.com,mundhva,"Snacks, Mexican, Chinese",--,200 FOR TWO
Balaji bhavan,mundhva,"Beverages, Juices",--,100 FOR TWO
Chitale Bandhu MIthaiwale,mundhva,"Sweets, Snacks",4.2,450 FOR TWO
KASTURA VEG BREAKFAST,mundhva,"South Indian, Street Food, Fast Food, Snacks",--,200 FOR TWO
MISAL KATTA,mundhva,"Street Food, Maharashtrian",--,150 FOR TWO
Shri Venkateswara Pure Veg	,mundhva,"South Indian, Chaat, Biryani, Fast Food, Beverages",--,500 FOR TWO
Baker Street,mundhva,"Indian, Bakery, Desserts",--,240 FOR TWO
Shri Tirupati South Indian Snack Centre,mundhva,South Indian,--,250 FOR TWO
Samarth Mess Pure Veg,mundhva,Thalis,--,250 FOR TWO
LunchBox - Meals and Thalis,mundhva,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",4.1,200 FOR TWO
Faasos' Signature Wraps & Rolls,mundhva,"Snacks, Beverages, Desserts, Indian",--,350 FOR TWO
Sweet Truth - Cake and Desserts,mundhva,"Bakery, Desserts",4.1,450 FOR TWO
Pure Veg Meals by Lunchbox,mundhva,"North Indian, Desserts, Biryani",4.1,200 FOR TWO
The Brooklyn Creamery - Healthy Ice Cream,mundhva,"Desserts, Ice Cream, Healthy Food",4.8,200 FOR TWO
Hotel Shivshahi Branch No.4,mundhva,"Indian, Beverages, Chinese, Thalis",3.9,400 FOR TWO
Aadi's Burgers and Food,mundhva,Burgers,--,90 FOR TWO
 SWADIST BHOJAN,mundhva,"North Indian, Chinese, Fast Food, Beverages",--,300 FOR TWO
Prashad Foods,mundhva,"North Indian, Chinese, Beverages, Biryani",4.1,300 FOR TWO
Sai Bhojan,mundhva,"Indian, Chinese, Biryani, Beverages",4.1,300 FOR TWO
LUNCH BOWL,mundhva,"North Indian, Thalis, Biryani, Chinese, Snacks",5.0,300 FOR TWO
Royal Food,mundhva,"North Indian, Chinese, Biryani, Thalis, Snacks",4.3,300 FOR TWO
Thali Junction,mundhva,"North Indian, Biryani, Chinese, Thalis, Snacks",--,300 FOR TWO
Irani Cafe,mundhva,"Bakery, Snacks, Fast Food, Desserts, Beverages, Indian, Street Food",4.4,200 FOR TWO
Mankar dosa,mundhva,"South Indian, Snacks, Juices",--,200 FOR TWO
Sher-E-Punjab,mundhva,"Punjabi, North Indian, Chinese, Fast Food, Snacks, Ice Cream, Beverages",2.2,400 FOR TWO
PUNJAB DI RASOI,mundhva,"Chinese, Ice Cream, Beverages, Fast Food",--,500 FOR TWO
Great Punjab,mundhva,Snacks,--,300 FOR TWO
Masala Mafia,mundhva,"Chinese, Ice Cream, Beverages",2.9,150 FOR TWO
Masala Kitchen,mundhva,"North Indian, Chinese, Ice Cream, Beverages, Snacks",3.0,300 FOR TWO
FNP Cakes,mundhva,"Bakery, Desserts",--,499 FOR TWO
Shukla pan junction,mundhva,Paan,--,100 FOR TWO
Anna Idli,mundhva,"South Indian, Andhra",4.3,300 FOR TWO
Biryani Blast,mundhva,Biryani,--,350 FOR TWO
Food Home Tiffin Services,mundhva,"Indian, Thalis",4.4,150 FOR TWO
S Kumar Wadewale & Premacha Chaha,mundhva,"Beverages, Fast Food, Snacks",4.2,150 FOR TWO
Hotel Gurukrupa Veg & Non Veg,mundhva,"Beverages, Fast Food, Indian",--,200 FOR TWO
Street Icecream- Pure Milk Icecreams,mundhva,Ice Cream,--,150 FOR TWO
Anda World,mundhva,"North Indian, Snacks",3.8,300 FOR TWO
Chakhna,mundhva,"Chinese, Indian, Snacks, Beverages",--,300 FOR TWO
Ice Creamery - Milkshakes & Icecreams,mundhva,"Ice Cream, American, Beverages",--,400 FOR TWO
The Mousse Coupe,mundhva,Desserts,--,250 FOR TWO
Shanghai- The Chinese World,mundhva,"Chinese, North Indian, Biryani, Desserts, Beverages",--,400 FOR TWO
Burger Fries & Shakes,mundhva,"Fast Food, North Indian, Chinese, Ice Cream, Beverages",--,350 FOR TWO
Adis Cafe,mundhva,Indian,--,250 FOR TWO
Jaiswal Da Dhaba,mundhva,Chinese,--,400 FOR TWO
Moti Mahal,mundhva,"North Indian, Chinese, Beverages",--,300 FOR TWO
The Bombay House,mundhva,"North Indian, Fast Food, Biryani, Chinese, Desserts",--,300 FOR TWO
Masala World,mundhva,"Biryani, Chinese, Indian, Ice Cream, Beverages",--,200 FOR TWO
Moti Mahal,mundhva,"North Indian, Chinese, Beverages",--,300 FOR TWO
The Bombay House,mundhva,"North Indian, Fast Food, Biryani, Chinese, Desserts",--,300 FOR TWO
Masala World,mundhva,"Biryani, Chinese, Indian, Ice Cream, Beverages",--,200 FOR TWO
Punjab Da Swad,mundhva,"Indian, Chinese",--,300 FOR TWO
KIRAAAK,mundhva,"North Indian, Indian, Snacks",--,300 FOR TWO
THE MOUSSE COUPLE,mundhva,"Indian, Chinese, Fast Food",--,300 FOR TWO
ATITHI VEG,mundhva,"North Indian, South Indian, Chinese, Italian, Continental",4.2,400 FOR TWO
ANNAPURNA PURE VEG,mundhva,"North Indian, Snacks, South Indian, Fast Food, Beverages",3.0,100 FOR TWO
Ghasitaram's,mundhva,"Snacks, Desserts",--,150 FOR TWO
Shivshakti Pure Veg,mundhva,"North Indian, Chinese, Italian, South Indian, Fast Food",4.2,450 FOR TWO
Hyderabadi Zaika,mundhva,"North Indian, Indian, Chinese, Beverages",--,300 FOR TWO
EMPIRE RESTAURANT,mundhva,"North Indian, Indian, Chinese, Beverages",--,300 FOR TWO
GIRME WADEWALE,mundhva,"Street Food, Snacks, South Indian",--,100 FOR TWO
Manuskicha Chaha,mundhva,"South Indian, Snacks",--,100 FOR TWO
Madras DOSA GRILL,mundhva,"South Indian, Indian, Beverages",3.5,200 FOR TWO
Haldiram's Sweets and Namkeen,mundhva,Sweets,4.3,250 FOR TWO
SLAY Coffee,mundhva,"Beverages, Desserts",4.4,200 FOR TWO
Radhika -Bengali Sweets,mundhva,"Desserts, Bengali",3.1,100 FOR TWO
The Mishti Box,mundhva,"Sweets, Bengali, Desserts",3.7,300 FOR TWO
TIRUMALA BHAVAN,mundhva,"Maharashtrian, Indian, Snacks",4.2,300 FOR TWO
Maharaj Wadapav and Misal House,mundhva,"Street Food, Snacks, Beverages",3.7,60 FOR TWO
Sweet world,mundhva,Indian,4.3,200 FOR TWO
Tasty Punjabi Dhaba,mundhva,"North Indian, Thalis, Punjabi, Indian, Street Food, Desserts, Combo",3.8,250 FOR TWO
Paratha Junction,mundhva,"North Indian, Thalis, Punjabi, Indian, Street Food, Desserts",4.2,250 FOR TWO
Torna Misal,mundhva,"Fast Food, Jain, Gujarati, Maharashtrian, Bowl Company,  Keventers & more, Snack...",3.4,200 FOR TWO
PUSHPAM MITHAIWALE,mundhva,Sweets,--,250 FOR TWO
Snacky,mundhva,Snacks,3.6,250 FOR TWO
Kulcha Khao Ji,mundhva,"Punjabi, Street Food, Desserts, Combo, Healthy Food, Fast Food, North Indian, Th...",3.8,300 FOR TWO
Madras cafe,mundhva,"Indian, South Indian, Italian-American, Chinese, Fast Food, Biryani, Snacks",3.5,200 FOR TWO
Haldiram's Restaurant,mundhva,"Chaat, North Indian, South Indian, Beverages, Desserts",4.2,200 FOR TWO
The Gold Haven,mundhva,"North Indian, Indian, Chinese",--,399 FOR TWO
Italian Pizza Hub,mundhva,"Pizzas, Snacks",--,520 FOR TWO
Haldiram's Restaurant,mundhva,"Chaat, North Indian, South Indian, Beverages, Desserts",4.2,200 FOR TWO
The Gold Haven,mundhva,"North Indian, Indian, Chinese",--,399 FOR TWO
Italian Pizza Hub,mundhva,"Pizzas, Snacks",--,520 FOR TWO
KVC South Delight,mundhva,"North Indian, South Indian, Indian, Fast Food, Desserts",--,250 FOR TWO
Mr. Dosa,mundhva,South Indian,3.0,150 FOR TWO
Kisa Veg Corner,mundhva,"South Indian, Snacks, Chaat, Beverages",3.8,200 FOR TWO
SAI SIDDHI SNACKS AND FAST FOOD,mundhva,"South Indian, North Indian, Fast Food, Chaat, Street Food, Beverages",3.3,200 FOR TWO
Kiosk Kaffee,mundhva,Beverages,--,300 FOR TWO
Snack Court,mundhva,Indian,--,250 FOR TWO
China Xpress,mundhva,"Chinese, Asian, Thalis, North Indian, Street Food, Desserts, Fast Food, Indian, ...",3.6,250 FOR TWO
Gagan Sweets,mundhva,"Sweets, Snacks, Desserts",4.4,300 FOR TWO
TN59-taste-of-madurai,mundhva,"South Indian, Indian, Chinese, Snacks, Biryani",3.8,200 FOR TWO
The Rolls Cafe,mundhva,North Indian,--,250 FOR TWO
Frulato,mundhva,"Juices, Beverages",--,200 FOR TWO
Khaolite-X,mundhva,"Juices, Salads, Healthy Food",4.4,300 FOR TWO
Kaati Zone Rolls & Wraps,mundhva,"Fast Food, Bengali, Beverages, Desserts",3.8,150 FOR TWO
Tiffin Box,mundhva,"North Indian, Thalis, Punjabi, Indian, Beverages, Street Food, Desserts, Combo",4.2,250 FOR TWO
WarmOven Cake & Desserts,mundhva,"Bakery, Desserts, Ice Cream, Beverages",4.1,200 FOR TWO
Amul Ice Cream Parlour,mundhva,"Desserts, Ice Cream",3.0,150 FOR TWO
Amritsari Chaap & Kulcha,mundhva,"North Indian, Punjabi",--,300 FOR TWO
Momos express with kabab,mundhva,Chinese,--,150 FOR TWO
Just Food Cafe,mundhva,"Cafe, Fast Food",--,150 FOR TWO
Home Kitchen,mundhva,"South Indian, Snacks, Indian",3.9,200 FOR TWO
Slurpy Shakes,mundhva,"Beverages, Ice Cream, Desserts",3.8,150 FOR TWO
Pizza 24/7 Hrs,mundhva,"Pizzas, Fast Food",3.9,300 FOR TWO
Burger It Up,mundhva,"Burgers, Beverages, Desserts, American, Cafe",4.2,150 FOR TWO
Indiana Burgers,mundhva,"Burgers, American, Fast Food, Beverages, Desserts",4.1,150 FOR TWO
IGP Cakes,mundhva,"Desserts, Bakery, Sweets",4.8,299 FOR TWO
Oye Pakode,mundhva,Snacks,--,90 FOR TWO
Anna idli and snacks,mundhva,South Indian,4.2,150 FOR TWO
Sandwich junction,mundhva,"Continental, Beverages",4.1,250 FOR TWO
The Health Equation,mundhva,"Healthy Food, Beverages, Bakery, Street Food, Snacks",4.4,300 FOR TWO
Chaayos Chai+Snacks=Relax,kondhwa-bk,"Bakery, Beverages, Chaat, Desserts, Home Food, Italian, Maharashtrian, Snacks, S...",4.3,250 FOR TWO
Jyoti Restaurant,kondhwa-bk,"North Indian, South Indian, Beverages, Ice Cream, Chinese, Snacks",4.3,300 FOR TWO
Cafe Zam Zam,kondhwa-bk,"Mughlai, North Indian, Chinese, Fast Food, Biryani",4.2,300 FOR TWO
Theobroma,kondhwa-bk,"Bakery, Desserts",4.6,500 FOR TWO
Best Belgian waffle,kondhwa-bk,"Bakery, Desserts, Beverages",4.0,300 FOR TWO
Kwality Walls Frozen Dessert and Ice Cream Shop,kondhwa-bk,"Ice Cream, Desserts",4.2,200 FOR TWO
Indore Streets,kondhwa-bk,"Snacks, Sweets, Beverages",3.8,100 FOR TWO
Haldiram's Restaurant,kondhwa-bk,"Chaat, North Indian, South Indian, Desserts, Fast Food, Beverages",4.2,300 FOR TWO
CakeZone,kondhwa-bk,"Bakery, Desserts, Sweets, Ice Cream",4.2,400 FOR TWO
Butterwala & Co.,kondhwa-bk,"Bakery, Fast Food, North Indian, Parsi, Mughlai, Turkish",4.1,300 FOR TWO
The Dessert Heaven - Pure Veg,kondhwa-bk,"Bakery, Desserts, Sweets, Ice Cream",4.4,200 FOR TWO
Golden Bakery,kondhwa-bk,Bakery,--,200 FOR TWO
Third Wave Coffee,kondhwa-bk,"Beverages, Desserts, Bakery",4.3,400 FOR TWO
ITC Fabelle Chocolates,kondhwa-bk,"Bakery, Desserts",4.8,600 FOR TWO
Cafe Bun Maska,kondhwa-bk,"Snacks, Beverages, Chinese",4.1,250 FOR TWO
Cafe India,kondhwa-bk,"Snacks, Street Food, Beverages",4.3,200 FOR TWO
Cheesecakes By CakeZone,kondhwa-bk,"Desserts, Bakery",4.7,200 FOR TWO
Srinidhi Veg,kondhwa-bk,"North Indian, South Indian, Chinese",4.3,350 FOR TWO
Mad Momos,kondhwa-bk,"Chinese, Tibetan, Nepalese, Beverages, Pizzas, Snacks",3.8,200 FOR TWO
Shakes,kondhwa-bk,"Beverages, Desserts",--,300 FOR TWO
CLASSIC KITCHEN,kondhwa-bk,"Indian, Combo, Afghani, Salads, Desserts",--,180 FOR TWO
Meghdoot's,kondhwa-bk,"North Indian, South Indian, Chinese",4.1,350 FOR TWO
Karim's Cafe,kondhwa-bk,"Chinese, Fast Food, Beverages",3.8,250 FOR TWO
THE WAFFLE JAR,kondhwa-bk,"Desserts, Bakery, Beverages",2.9,200 FOR TWO
Chai - The Way You Like It,kondhwa-bk,Fast Food,4.2,250 FOR TWO
Faasos - Wraps & Rolls,kondhwa-bk,"Fast Food, North Indian, Street Food, Desserts",4.2,200 FOR TWO
LunchBox - Meals and Thalis,kondhwa-bk,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",4.2,200 FOR TWO
Cafe Durga - Gangadham,kondhwa-bk,"South Indian, Pizzas, Beverages",--,150 FOR TWO
New diamond bakery,kondhwa-bk,"Bakery, Desserts",4.6,200 FOR TWO
Kaka Halwai Namkeens And Sweets,kondhwa-bk,"Sweets, Snacks",4.1,300 FOR TWO
Subway,kondhwa-bk,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.1,350 FOR TWO
Mamma's Foodie House,kondhwa-bk,"Pizzas, Fast Food",--,250 FOR TWO
S Kumar Wadewale,kondhwa-bk,Snacks,4.1,150 FOR TWO
Kings Bakers,kondhwa-bk,Bakery,--,350 FOR TWO
Thorat's Baarbeque Misal,kondhwa-bk,"Street Food, Beverages",3.2,200 FOR TWO
Kitchen Ennovation,kondhwa-bk,"Indian, North Indian",--,250 FOR TWO
Pure Veg Meals by Lunchbox,kondhwa-bk,"North Indian, Desserts, Biryani",4.0,200 FOR TWO
SLAY Coffee,kondhwa-bk,"Beverages, Desserts",4.4,200 FOR TWO
South Samrat Pure Veg ,kondhwa-bk,"North Indian, South Indian, Chinese",4.3,300 FOR TWO
Danny's Kitchen,kondhwa-bk,North Indian,--,120 FOR TWO
Cream Corner,kondhwa-bk,"Fast Food, Desserts, Bakery",4.2,300 FOR TWO
Oota Maadi,kondhwa-bk,"South Indian, Beverages",4.2,200 FOR TWO
Haldiram's Sweets and Namkeen,kondhwa-bk,Sweets,4.3,200 FOR TWO
Merwans Cake Stop,kondhwa-bk,"Bakery, Desserts",4.5,400 FOR TWO
Ar-Razzaq Snack'S Centre	,kondhwa-bk,"Snacks, Fast Food",--,300 FOR TWO
Arkie's Born Bakers,kondhwa-bk,Bakery,4.4,300 FOR TWO
Foodies 365,kondhwa-bk,Fast Food,--,200 FOR TWO
Sweet Truth,kondhwa-bk,"Bakery, Desserts",4.3,450 FOR TWO
Bring it on Cafe,kondhwa-bk,"American, Bakery, Italian",--,300 FOR TWO
Angadpal Tiffin Service And Catering Service,kondhwa-bk,"Indian, North Indian",--,200 FOR TWO
Sardarji's Paratha & Chaap House,kondhwa-bk,"North Indian, Beverages",4.0,250 FOR TWO
KANNU KI CHAI,kondhwa-bk,"Italian, Beverages",4.5,350 FOR TWO
Kaka wadewale,kondhwa-bk,"Snacks, Chaat, Beverages",3.9,150 FOR TWO
Faasos' Signature Wraps & Rolls,kondhwa-bk,"Snacks, Beverages, Desserts, Indian",--,350 FOR TWO
Cafe Iranian,kondhwa-bk,"Beverages, Snacks, Fast Food, Indian",--,200 FOR TWO
The Brooklyn Creamery - Healthy Ice Cream,kondhwa-bk,"Desserts, Ice Cream, Healthy Food",4.3,200 FOR TWO
S.A Dosa Cafe,kondhwa-bk,"South Indian, Beverages, Fast Food",--,300 FOR TWO
We Idliwale,kondhwa-bk,South Indian,4.2,300 FOR TWO
Kanha,kondhwa-bk,"South Indian, North Indian, Chinese, Indian, Desserts, Beverages",4.3,300 FOR TWO
Nothing But Chicken,kondhwa-bk,"Salads, Fast Food",4.3,400 FOR TWO
Bliss Bakery & Cafe,kondhwa-bk,"Desserts, Bakery",4.2,350 FOR TWO
OMKAR CHINESE,kondhwa-bk,"Chinese, Snacks",--,300 FOR TWO
Tasty Bites,kondhwa-bk,Chaat,--,200 FOR TWO
FNP Cakes,kondhwa-bk,"Bakery, Desserts",--,499 FOR TWO
New diamond bakery,kondhwa-bk,"Bakery, Desserts",4.6,200 FOR TWO
Maggie In a Bowl,kondhwa-bk,"Bhutanese, Nepalese, North Eastern, Tibetan",3.4,250 FOR TWO
HINDUSTAN BAKERY,kondhwa-bk,"Bakery, Snacks",--,100 FOR TWO
Kwality Walls Frozen Dessert and Ice Cream Shop,kondhwa-bk,"Ice Cream, Desserts",4.2,200 FOR TWO
Crazy Cheesy ( Sakunke),kondhwa-bk,"Pizzas, Pastas, American, Italian",4.1,500 FOR TWO
Aishwarya Pure Veg,kondhwa-bk,"North Indian, Sweets",4.0,300 FOR TWO
LunchBox - Meals and Thalis,kondhwa-bk,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",4.2,200 FOR TWO
Chai Point,kondhwa-bk,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi",4.5,150 FOR TWO
Peppy Parathas & Rolls By Chai Point,kondhwa-bk,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi",--,150 FOR TWO
SINDHI BREAKFAST CORNER,kondhwa-bk,"Sindhi, South Indian",--,100 FOR TWO
Enchante By Chai Point,kondhwa-bk,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi",--,150 FOR TWO
Oota Maadi,kondhwa-bk,"South Indian, Beverages",4.2,200 FOR TWO
Kekiz The Cake Shop,kondhwa-bk,Cafe,--,200 FOR TWO
Katakirr Misal,kondhwa-bk,"Snacks, Maharashtrian",4.1,200 FOR TWO
Jayashree Misal,kondhwa-bk,Snacks,--,150 FOR TWO
Nandu's Paratha,kondhwa-bk,North Indian,3.7,300 FOR TWO
Peppy Parathas & Rolls By Chai Point,kondhwa-bk,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi",--,150 FOR TWO
Puneri Katta,kondhwa-bk,"Snacks, Fast Food, Maharashtrian",4.1,200 FOR TWO
Enchante By Chai Point,kondhwa-bk,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi",--,150 FOR TWO
MAURYA VEG,kondhwa-bk,"North Indian, Chinese, Snacks, Desserts",4.1,600 FOR TWO
Southex Idli,kondhwa-bk,"South Indian, Snacks, Beverages",--,50 FOR TWO
McDonald's,kondhwa-bk,"Burgers, Beverages, Cafe, Desserts",4.3,400 FOR TWO
Maggie In a Bowl,kondhwa-bk,"Bhutanese, Nepalese, North Eastern, Tibetan",3.4,250 FOR TWO
1989 CAFE,kondhwa-bk,Hyderabadi,--,100 FOR TWO
